0;0;4;0
0;1;4;0
0;2;4;0
0;3;4;0
0;4;4;0
0;5;4;0
0;6;31;0
0;7;31;0
0;8;31;0
0;9;31;0
0;10;31;0
0;11;31;0
0;12;31;0
0;13;31;0
0;14;31;0
0;15;31;0
0;16;31;0
0;17;31;0
0;18;31;0
0;19;31;0
0;20;31;0
0;21;31;0
0;22;31;0
0;23;37;0
0;24;37;0
0;25;37;0
0;26;37;0
0;27;28;0
0;28;28;0
0;29;28;0
0;30;28;0
0;31;28;0
0;32;28;0
0;33;28;0
0;34;28;0
0;35;28;0
0;36;28;0
0;37;28;0
0;38;28;0
0;39;28;0
0;40;28;0
0;41;28;0
0;42;28;0
0;43;28;0
0;44;28;0
0;45;28;0
0;46;28;0
0;47;7;0
0;48;7;0
0;49;7;0
0;50;7;0
0;51;7;0
0;52;7;0
0;53;7;0
0;54;7;0
0;55;7;0
0;56;7;0
0;57;7;0
0;58;7;0
0;59;7;0
0;60;7;0
0;61;7;0
0;62;7;0
0;63;7;0
0;64;7;0
0;65;7;0
0;66;7;0
0;67;7;0
0;68;7;0
0;69;7;0
0;70;7;0
0;71;7;0
0;72;7;0
0;73;7;0
0;74;7;0
0;75;40;0
0;76;40;0
0;77;40;0
0;78;40;0
0;79;40;0
0;80;40;0
0;81;40;0
0;82;40;0
0;83;40;0
0;84;40;0
0;85;40;0
0;86;40;0
0;87;40;0
0;88;40;0
0;89;40;0
0;90;40;0
0;91;40;0
0;92;40;0
0;93;40;0
0;94;40;0
0;95;40;0
0;96;40;0
0;97;40;0
0;98;40;0
0;99;41;0
0;100;41;0
0;101;41;0
0;102;41;0
0;103;41;0
0;104;41;0
0;105;41;0
0;106;41;0
0;107;41;0
0;108;41;0
0;109;41;0
0;110;41;0
0;111;41;0
0;112;41;0
0;113;41;0
0;114;41;0
0;115;41;0
0;116;41;0
0;117;41;0
0;118;41;0
0;119;41;0
0;120;41;0
0;121;41;0
0;122;41;0
0;123;41;0
0;124;41;0
0;125;11;0
0;126;11;0
0;127;11;0
0;128;11;0
0;129;11;0
0;130;11;0
0;131;11;0
0;132;11;0
0;133;11;0
0;134;11;0
0;135;11;0
0;136;11;0
